,ad title,link,year of construction,fuel,transmission,vehicle type,mileage (km)
1143,Opel Corsa 1.0-12V Silverline Airco Stuurbekrachtiging Jaar,marktplaats.nl/v/auto-s/opel/m2065684594-opel-corsa-1-0-12v-silverline-airco-stuurbekrachtiging-jaar,2005.0,Benzine ,Handgeschakeld ,Hatchback ,137190.0
1144,Opel Tigra TwinTop 1.8-16V Cosmo Airco Stuurbekrachtiging Ja,marktplaats.nl/v/auto-s/opel/m2065684093-opel-tigra-twintop-1-8-16v-cosmo-airco-stuurbekrachtiging-ja,2005.0,Benzine ,Handgeschakeld ,Cabriolet ,235404.0
1145,Opel Astra Sports Tourer 1.4 Turbo Sport 140 PK airco naviga,marktplaats.nl/v/auto-s/opel/m2056712115-opel-astra-sports-tourer-1-4-turbo-sport-140-pk-airco-naviga,2012.0,Benzine ,Handgeschakeld ,Stationwagon ,187418.0
1146,Opel Agila 1.2-16V Comfort,marktplaats.nl/v/auto-s/opel/m2063302168-opel-agila-1-2-16v-comfort,2003.0,Benzine ,Handgeschakeld ,Hatchback ,165754.0
1147,Opel Meriva 1.4 Turbo Color Edition AIRCO CRUISE TREKHAAK !,marktplaats.nl/v/auto-s/opel/m2065184019-opel-meriva-1-4-turbo-color-edition-airco-cruise-trekhaak,2011.0,Benzine ,Handgeschakeld ,MPV ,107475.0
1148,Opel Astra 1.2 Business Edition AIRCO CRUISE NAVI 52.000 KM,marktplaats.nl/v/auto-s/opel/m2063302290-opel-astra-1-2-business-edition-airco-cruise-navi-52-000-km,2021.0,Benzine ,Handgeschakeld ,Hatchback ,52184.0
1149,Opel Corsa 1.4-16V Full Rhythm (bj 2005),marktplaats.nl/v/auto-s/opel/m2064375592-opel-corsa-1-4-16v-full-rhythm-bj-2005,2005.0,Benzine ,Handgeschakeld ,Hatchback ,151400.0
1150,Opel Corsa 1.2 Edition Apple Carplay 77.323 km NAP,marktplaats.nl/v/auto-s/opel/m2060200011-opel-corsa-1-2-edition-apple-carplay-77-323-km-nap,2020.0,Benzine ,Handgeschakeld ,Hatchback ,77323.0
1151,Opel Grandland X 1.2 Turbo Business Edition APPLE CARPLAY,marktplaats.nl/v/auto-s/opel/m2060516015-opel-grandland-x-1-2-turbo-business-edition-apple-carplay,2021.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,17342.0
1152,Opel Corsa 1.4 Edition,marktplaats.nl/v/auto-s/opel/m2060820333-opel-corsa-1-4-edition,2018.0,Benzine ,Handgeschakeld ,Hatchback ,95128.0
1153,Opel Corsa 1.2 GS LINE NAVI CRUISE DAB AIRCO 87.000 KM NAP,marktplaats.nl/v/auto-s/opel/m2062136981-opel-corsa-1-2-gs-line-navi-cruise-dab-airco-87-000-km-nap,2020.0,Benzine ,Handgeschakeld ,Hatchback ,86358.0
1154,Opel Corsa 1.2-16V Cosmo (bj 2014),marktplaats.nl/v/auto-s/opel/m2064371108-opel-corsa-1-2-16v-cosmo-bj-2014,2014.0,Benzine ,Handgeschakeld ,Hatchback ,88747.0
1155,Opel Corsa 1.2 Edition Apple Carplay 77.605 km NAP,marktplaats.nl/v/auto-s/opel/m2058013717-opel-corsa-1-2-edition-apple-carplay-77-605-km-nap,2020.0,Benzine ,Handgeschakeld ,Hatchback ,77605.0
1156,Opel Corsa 1.2 Edition AC CRUISE APPLE CARPLAY 25.000 KM NAP,marktplaats.nl/v/auto-s/opel/m2058013790-opel-corsa-1-2-edition-ac-cruise-apple-carplay-25-000-km-nap,2021.0,Benzine ,Handgeschakeld ,Hatchback ,24676.0
1157,Opel Corsa 1.2 Edition Apple Carplay 86.010 km NAP,marktplaats.nl/v/auto-s/opel/m2055504713-opel-corsa-1-2-edition-apple-carplay-86-010-km-nap,2020.0,Benzine ,Handgeschakeld ,Hatchback ,86010.0
1158,Opel Grandland X 1.2 Turbo Business Executive APPLE CARPLAY,marktplaats.nl/v/auto-s/opel/m2058027402-opel-grandland-x-1-2-turbo-business-executive-apple-carplay,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,93285.0
1159,Opel Astra SportsTourer 1.0 Business Executive APPLE CARPLAY,marktplaats.nl/v/auto-s/opel/m2058028450-opel-astra-sportstourer-1-0-business-executive-apple-carplay,2018.0,Benzine ,Handgeschakeld ,Stationwagon ,58675.0
1160,Opel Corsa 1.2 2007 (LEES BESCHRIJVING!!) Defecte onderdelen,marktplaats.nl/v/auto-s/opel/m2065683113-opel-corsa-1-2-2007-lees-beschrijving-defecte-onderdelen,2007.0,Benzine ,Handgeschakeld ,Hatchback ,178317.0
1161,Opel Mokka Electric Level 4 50 kWh | Nu uit voorraad leverba,marktplaats.nl/v/auto-s/opel/m2065681571-opel-mokka-electric-level-4-50-kwh-nu-uit-voorraad-leverba,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,1.0
1162,Opel Corsa-e Level 4 50 kWh | LED matrix koplampen | Keyless,marktplaats.nl/v/auto-s/opel/m2065681036-opel-corsa-e-level-4-50-kwh-led-matrix-koplampen-keyless,2023.0,Elektrisch ,Automaat ,Hatchback ,1.0
1163,Opel Crossland 1.2 Turbo Elegance | Navigatie | Climate cont,marktplaats.nl/v/auto-s/opel/m2065678836-opel-crossland-1-2-turbo-elegance-navigatie-climate-cont,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,27534.0
1164,Opel Corsa 1.0-12V Enjoy,marktplaats.nl/v/auto-s/opel/m2065677805-opel-corsa-1-0-12v-enjoy,2005.0,Benzine ,Handgeschakeld ,Hatchback ,128489.0
1165,Opel Astra GTC 1.8 Sport,marktplaats.nl/v/auto-s/opel/m2065677186-opel-astra-gtc-1-8-sport,2005.0,Benzine ,Handgeschakeld ,Hatchback ,248245.0
1166,"Opel Vectra GTS MET CRUISE CONT, AIRCO & JAAR APK!",marktplaats.nl/v/auto-s/opel/m2065676690-opel-vectra-gts-met-cruise-cont-airco-jaar-apk,2007.0,Benzine ,Handgeschakeld ,Hatchback ,164887.0
1167,Opel Astra Sports Tourer 1.2 Level 3 | 130PK! | Adaptieve Cr,marktplaats.nl/v/auto-s/opel/m2065675075-opel-astra-sports-tourer-1-2-level-3-130pk-adaptieve-cr,2023.0,Benzine ,Handgeschakeld ,Stationwagon ,19000.0
1168,Opel Mokka Electric Level 4 50 kWh | Nu uit voorraad leverba,marktplaats.nl/v/auto-s/opel/m2065674496-opel-mokka-electric-level-4-50-kwh-nu-uit-voorraad-leverba,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,1.0
1169,Opel Zafira 1.8 B Edition 111 Jahre 7p. navigatie climate ct,marktplaats.nl/v/auto-s/opel/m2065672800-opel-zafira-1-8-b-edition-111-jahre-7p-navigatie-climate-ct,2010.0,Benzine ,Handgeschakeld ,MPV ,133006.0
1170,Opel Astra 1.4 Innovation/Navi/Leer/Camera/LMV/150PK,marktplaats.nl/v/auto-s/opel/m2057004775-opel-astra-1-4-innovation-navi-leer-camera-lmv-150pk,2015.0,Benzine ,Handgeschakeld ,Hatchback ,138520.0
1171,Opel Mokka 1.2 Turbo GS-Line AUT ACC CARPLAY DAB TREKHAAK '2,marktplaats.nl/v/auto-s/opel/m2065669791-opel-mokka-1-2-turbo-gs-line-aut-acc-carplay-dab-trekhaak-2,2021.0,Benzine ,Automaat ,SUV of Terreinwagen ,23849.0
1172,Opel Mokka 1.4 T Cosmo*Navi*Leder*Trekhaak*,marktplaats.nl/v/auto-s/opel/m2065669486-opel-mokka-1-4-t-cosmo-navi-leder-trekhaak,2014.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,143104.0
1173,Opel Vectra 1.8-16V Comfort (bj 2002),marktplaats.nl/v/auto-s/opel/m2065668672-opel-vectra-1-8-16v-comfort-bj-2002,2002.0,Benzine ,Handgeschakeld ,Sedan ,240361.0
1174,Opel Corsa 1.3 CDTi Enjoy- Cruise / Clima / Elek Pakket/ Zie,marktplaats.nl/v/auto-s/opel/m2060865037-opel-corsa-1-3-cdti-enjoy-cruise-clima-elek-pakket-zie,2008.0,Diesel ,Handgeschakeld ,Hatchback ,341789.0
1175,Opel Zafira 2.2-16V DTi Comfort 7 pers airco trekhaak,marktplaats.nl/v/auto-s/opel/m2062709174-opel-zafira-2-2-16v-dti-comfort-7-pers-airco-trekhaak,2004.0,Diesel ,Handgeschakeld ,MPV ,317497.0
1176,Opel Astra 1.6 8V St.wgn. 2002 Zwart,,2002.0,Benzine ,Handgeschakeld ,Stationwagon ,306104.0
1177,Opel Astra Sports Tourer 1.2 Level 4 | Adaptieve Cruise Cont,marktplaats.nl/v/auto-s/opel/m2065667578-opel-astra-sports-tourer-1-2-level-4-adaptieve-cruise-cont,2023.0,Benzine ,Handgeschakeld ,Stationwagon ,13220.0
1178,Opel Astra Sports Tourer 1.4 Turbo Business + NAV l CruiseCo,marktplaats.nl/v/auto-s/opel/m2065666968-opel-astra-sports-tourer-1-4-turbo-business-nav-l-cruiseco,2014.0,Benzine ,Handgeschakeld ,Stationwagon ,162186.0
1179,Opel Insignia Sports Tourer 2.0 CDTI Automaat Edition NAP!,marktplaats.nl/v/auto-s/opel/m2065666681-opel-insignia-sports-tourer-2-0-cdti-automaat-edition-nap,2010.0,Diesel ,Automaat ,Stationwagon ,240628.0
1180,Opel Agila 1.2 I 16V 2003 Blauw,marktplaats.nl/v/auto-s/opel/m2065665707-opel-agila-1-2-i-16v-2003-blauw,2003.0,Benzine ,Handgeschakeld ,MPV ,162183.0
1181,Opel Astra 1.0 Turbo 77KW 5D Easytr 2016 Grijs,marktplaats.nl/v/auto-s/opel/m2065664226-opel-astra-1-0-turbo-77kw-5d-easytr-2016-grijs,2016.0,Benzine ,Automaat ,Hatchback ,146899.0
1182,Opel Grandland X 1.2 Turbo Edition,marktplaats.nl/v/auto-s/opel/m2065663959-opel-grandland-x-1-2-turbo-edition,2021.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,27722.0
1183,Opel Corsa 1.2 130PK Automaat GS Line Camera Lane assist Key,marktplaats.nl/v/auto-s/opel/m2065663856-opel-corsa-1-2-130pk-automaat-gs-line-camera-lane-assist-key,2021.0,Benzine ,Automaat ,Hatchback ,16910.0
1184,Opel Astra TwinTop 1.8 Cosmo *Leder*Parkeersens.*Stoelverw.*,marktplaats.nl/v/auto-s/opel/m2065663770-opel-astra-twintop-1-8-cosmo-leder-parkeersens-stoelverw,2008.0,Benzine ,Handgeschakeld ,Cabriolet ,131542.0
1185,Opel Meriva 1.4 Turbo Berlin/AIRCO/N.A.P/5-DEURS/NETTE AUTO,marktplaats.nl/v/auto-s/opel/m2065662980-opel-meriva-1-4-turbo-berlin-airco-n-a-p-5-deurs-nette-auto,2015.0,Benzine ,Handgeschakeld ,MPV ,30535.0
1186,Opel Meriva 1.4 Turbo Berlin/AIRCO/N.A.P/5-DEURS/NETTE AUTO,marktplaats.nl/v/auto-s/opel/m2065662980-opel-meriva-1-4-turbo-berlin-airco-n-a-p-5-deurs-nette-auto,2015.0,Benzine ,Handgeschakeld ,MPV ,30535.0
1187,Opel Zafira 1.8-16V Comfort - 7 PERSOONS - APK TOT 08/2024 !,marktplaats.nl/v/auto-s/opel/m2065662731-opel-zafira-1-8-16v-comfort-7-persoons-apk-tot-08-2024,2002.0,Benzine ,Handgeschakeld ,MPV ,283616.0
1188,Opel Zafira Tourer 1.6CDTI Eco Business+ 7p,marktplaats.nl/v/auto-s/opel/m2065659812-opel-zafira-tourer-1-6cdti-eco-business-7p,2015.0,Diesel ,Handgeschakeld ,MPV ,188000.0
1189,"Opel Astra 1.6 Cosmo, Airco, Cruise, PDC, Trekhaak, el. rame",marktplaats.nl/v/auto-s/opel/m2065317181-opel-astra-1-6-cosmo-airco-cruise-pdc-trekhaak-el-rame,2008.0,Benzine ,Handgeschakeld ,Hatchback ,195382.0
1190,Opel Corsa 1.3 CDTI AIRCO CRUISE APPLE LM VELGEN,marktplaats.nl/v/auto-s/opel/m2065658584-opel-corsa-1-3-cdti-airco-cruise-apple-lm-velgen,2016.0,Diesel ,Handgeschakeld ,Hatchback ,167771.0
1191,Opel Corsa 1.2-16V Cosmo | STOEL + STUUR VERWARMING / AIRCO,marktplaats.nl/v/auto-s/opel/m2065658488-opel-corsa-1-2-16v-cosmo-stoel-stuur-verwarming-airco,2013.0,Benzine ,Handgeschakeld ,Hatchback ,234466.0
1192,Opel Corsa 1.4-16V Opc-Line Clima Elek Pakket Lmv Pdc Cruise,marktplaats.nl/v/auto-s/opel/m2065657286-opel-corsa-1-4-16v-opc-line-clima-elek-pakket-lmv-pdc-cruise,2011.0,Benzine ,Handgeschakeld ,Hatchback ,116363.0
1193,Opel Astra 1.6 Edition (bj 2010),marktplaats.nl/v/auto-s/opel/m2065656980-opel-astra-1-6-edition-bj-2010,2010.0,Benzine ,Handgeschakeld ,Hatchback ,196301.0
1194,Opel Mokka Electric Level 5 50 kWh | Multimediascherm | Park,marktplaats.nl/v/auto-s/opel/m2065655926-opel-mokka-electric-level-5-50-kwh-multimediascherm-park,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,1000.0
1195,Opel Mokka X 1.4 Turbo 4x4 Innovation |152PK| APP CONNECT|,marktplaats.nl/v/auto-s/opel/m2065653961-opel-mokka-x-1-4-turbo-4x4-innovation-152pk-app-connect,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,70718.0
1196,Opel Mokka 1.2 Turbo GS Line (bj 2022),marktplaats.nl/v/auto-s/opel/m2065653866-opel-mokka-1-2-turbo-gs-line-bj-2022,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,26704.0
1197,"Opel Insignia 1.4 T EcoFLEX Cosmo Leder, zeer compleet !",marktplaats.nl/v/auto-s/opel/m2055812916-opel-insignia-1-4-t-ecoflex-cosmo-leder-zeer-compleet,2014.0,Benzine ,Handgeschakeld ,Hatchback ,137058.0
1198,Opel Zafira 1.6-16V Comfort 7 Zitter,marktplaats.nl/v/auto-s/opel/m2065652559-opel-zafira-1-6-16v-comfort-7-zitter,2003.0,Benzine ,Handgeschakeld ,MPV ,196799.0
1199,Opel Astra 1.6 16V 5D 77KW 2004 Blauw,,2004.0,Benzine ,Handgeschakeld ,Hatchback ,250000.0
1200,Opel Insignia Sports Tourer 1.5 Turbo Business Executive,marktplaats.nl/v/auto-s/opel/m2065649926-opel-insignia-sports-tourer-1-5-turbo-business-executive,2018.0,Benzine ,Handgeschakeld ,Stationwagon ,103178.0
1201,Opel Astra GTC 1.8 Sport Cruise Stoel.vw PDC Xenon NAP,marktplaats.nl/v/auto-s/opel/m2065649563-opel-astra-gtc-1-8-sport-cruise-stoel-vw-pdc-xenon-nap,2008.0,Benzine ,Handgeschakeld ,Hatchback ,219243.0
1202,Opel Zafira 1.7 CDTI Business (bj 2009),,2009.0,Diesel ,Handgeschakeld ,MPV ,414780.0
1203,Opel Meriva 1.6-16V Temptation AIRCO | 1e EIGENAAR | CRUISE,marktplaats.nl/v/auto-s/opel/m2064223775-opel-meriva-1-6-16v-temptation-airco-1e-eigenaar-cruise,2008.0,Benzine ,Handgeschakeld ,MPV ,193369.0
1204,Opel Zafira 1.8 Temptation CRUISE CONTROL | AIRCO | DEALER O,marktplaats.nl/v/auto-s/opel/m2060393262-opel-zafira-1-8-temptation-cruise-control-airco-dealer-o,2007.0,Benzine ,Handgeschakeld ,MPV ,188382.0
1205,Opel Ampera ! Airco ! Navi ! automaat ! 1.4 (bj 2012),marktplaats.nl/v/auto-s/opel/m2065648004-opel-ampera-airco-navi-automaat-1-4-bj-2012,2012.0,Hybride Elektrisch/Benzine ,Automaat ,Hatchback ,224117.0
1206,Opel Corsa 1.4-16V Enjoy | AIRCO | CRUISE | NIEUWE APK!,marktplaats.nl/v/auto-s/opel/m2065647277-opel-corsa-1-4-16v-enjoy-airco-cruise-nieuwe-apk,2008.0,Benzine ,Handgeschakeld ,Hatchback ,239983.0
1207,Opel Corsa 1.2 EcoFlex Design Edition LPG AIRCO/CRUISE CONTR,marktplaats.nl/v/auto-s/opel/m2057492342-opel-corsa-1-2-ecoflex-design-edition-lpg-airco-cruise-contr,2013.0,LPG ,Handgeschakeld ,Hatchback ,251702.0
1208,Opel Agila 1.2 Enjoy AIRCO/TREKHAAK/NL AUTO,marktplaats.nl/v/auto-s/opel/m2055842993-opel-agila-1-2-enjoy-airco-trekhaak-nl-auto,2009.0,Benzine ,Handgeschakeld ,Hatchback ,193747.0
1209,Opel Corsa 1.4-16V Sport AIRCO/CRUISE/LM VELGEN,marktplaats.nl/v/auto-s/opel/m2058048220-opel-corsa-1-4-16v-sport-airco-cruise-lm-velgen,2002.0,Benzine ,Handgeschakeld ,Hatchback ,195430.0
1210,Opel Crossland X 1.2 Turbo 120 Jaar Edition 1ste Eigenaar/Ai,marktplaats.nl/v/auto-s/opel/m2065645761-opel-crossland-x-1-2-turbo-120-jaar-edition-1ste-eigenaar-ai,2020.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,31518.0
1211,Opel Mokka-e 50-kWh 11kW bl. GS Line Fase 3 / €2000 Subsid,marktplaats.nl/v/auto-s/opel/m2059370942-opel-mokka-e-50-kwh-11kw-bl-gs-line-fase-3-2000-subsid,2022.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,9271.0
1212,Opel Astra 1.2 Edition / 146 PK / Navigatie + Camera / Clima,marktplaats.nl/v/auto-s/opel/m2065403182-opel-astra-1-2-edition-146-pk-navigatie-camera-clima,2020.0,Benzine ,Handgeschakeld ,Hatchback ,34990.0
1213,Opel Crossland 1.2 Turbo Elegance / 110 PK / Navigatie + Cam,marktplaats.nl/v/auto-s/opel/m2061133360-opel-crossland-1-2-turbo-elegance-110-pk-navigatie-cam,2021.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,56711.0
1214,Opel Crossland 1.2 Turbo Elegance / 110 PK / Navigatie / Led,marktplaats.nl/v/auto-s/opel/m2059113761-opel-crossland-1-2-turbo-elegance-110-pk-navigatie-led,2021.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,49969.0
1215,Opel Astra Sports Tourer 1.2 Business Edition / 110 PK / Nav,marktplaats.nl/v/auto-s/opel/m2062841088-opel-astra-sports-tourer-1-2-business-edition-110-pk-nav,2020.0,Benzine ,Handgeschakeld ,Stationwagon ,60743.0
1216,Opel Mokka X 1.4 Turbo Innovation / 140 PK / Automaat / Navi,marktplaats.nl/v/auto-s/opel/m2060261944-opel-mokka-x-1-4-turbo-innovation-140-pk-automaat-navi,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,45013.0
1217,Opel Omega 2.6i V6 Automaat/ECC/Cruise/Xenon.,marktplaats.nl/v/auto-s/opel/m2065643708-opel-omega-2-6i-v6-automaat-ecc-cruise-xenon,2002.0,Benzine ,Automaat ,Sedan ,171706.0
1218,Opel Corsa 1.0 Turbo Online Edition / Navigatie / Climate Co,marktplaats.nl/v/auto-s/opel/m2060522929-opel-corsa-1-0-turbo-online-edition-navigatie-climate-co,2018.0,Benzine ,Handgeschakeld ,Hatchback ,85739.0
1219,Opel Insignia 1.6 Turbo 132KW 5-DRS 2009 Grijs,marktplaats.nl/v/auto-s/opel/m2065643027-opel-insignia-1-6-turbo-132kw-5-drs-2009-grijs,2009.0,Benzine ,Handgeschakeld ,Hatchback ,205941.0
1220,Opel AGILA NIEUWE APK!,marktplaats.nl/v/auto-s/opel/m2065641287-opel-agila-nieuwe-apk,2004.0,Benzine ,Handgeschakeld ,MPV ,145212.0
1221,Opel Corsa 1.2 Edition | Airco | Cruise control | Lichtmetal,marktplaats.nl/v/auto-s/opel/m2065640400-opel-corsa-1-2-edition-airco-cruise-control-lichtmetal,2021.0,Benzine ,Handgeschakeld ,Hatchback ,23163.0
1222,Opel Zafira 1.8 Enjoy Airco 7 Personen! Nieuwe apk!,marktplaats.nl/v/auto-s/opel/m2065638945-opel-zafira-1-8-enjoy-airco-7-personen-nieuwe-apk,2007.0,Benzine ,Handgeschakeld ,MPV ,229118.0
1223,Opel Astra OPEL ASTRA 2.0 TURBO OPC*280PK!*LEDER*XENON*,marktplaats.nl/v/auto-s/opel/m2059458639-opel-astra-opel-astra-2-0-turbo-opc-280pk-leder-xenon,2016.0,Benzine ,Handgeschakeld ,Hatchback ,124259.0
1224,Opel Mokka 1.2 Turbo GS Line | Stuurverwarming | Dode hoek |,marktplaats.nl/v/auto-s/opel/m2065638598-opel-mokka-1-2-turbo-gs-line-stuurverwarming-dode-hoek,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,21557.0
1225,"Opel CORSA GS Line 101pk, LED, Virtual, 17 inch, Apple Carpl",marktplaats.nl/v/auto-s/opel/m2065637618-opel-corsa-gs-line-101pk-led-virtual-17-inch-apple-carpl,2020.0,Benzine ,Handgeschakeld ,Hatchback ,38432.0
1226,Opel Insignia 2.0 T Cosmo 4x4 251PK Bose/Leder/Schuifdak/Sto,marktplaats.nl/v/auto-s/opel/m2065635619-opel-insignia-2-0-t-cosmo-4x4-251pk-bose-leder-schuifdak-sto,2015.0,Benzine ,Handgeschakeld ,Hatchback ,73359.0
1227,Opel Astra 1.6 Cosmo NIEUWE APK,marktplaats.nl/v/auto-s/opel/m2065635532-opel-astra-1-6-cosmo-nieuwe-apk,2004.0,Benzine ,Handgeschakeld ,Hatchback ,276688.0
1228,Opel Grandland 1.2 Turbo Business Elegance (bj 2022),marktplaats.nl/v/auto-s/opel/m2065635305-opel-grandland-1-2-turbo-business-elegance-bj-2022,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,19468.0
1229,Opel Astra Sports Tourer 1.4 Turbo Blitz 120PK / TREKHAAK /,marktplaats.nl/v/auto-s/opel/m2065634729-opel-astra-sports-tourer-1-4-turbo-blitz-120pk-trekhaak,2016.0,Benzine ,Handgeschakeld ,Stationwagon ,117186.0
1230,Opel Vectra 1.8-16V Business (bj 2009),marktplaats.nl/v/auto-s/opel/m2065632225-opel-vectra-1-8-16v-business-bj-2009,2009.0,Benzine ,Handgeschakeld ,Sedan ,218136.0
1231,Opel Mokka Level 3 -e 50-kWh 11kW | Navi Pro | Winterpakket,marktplaats.nl/v/auto-s/opel/m2065631792-opel-mokka-level-3-e-50-kwh-11kw-navi-pro-winterpakket,2023.0,Elektrisch ,Automaat ,MPV ,8.0
1232,Opel Grandland X 1.2 Turbo Innovation 131pk Automaat / Camer,marktplaats.nl/v/auto-s/opel/m2065629403-opel-grandland-x-1-2-turbo-innovation-131pk-automaat-camer,2020.0,Benzine ,Automaat ,SUV of Terreinwagen ,79221.0
1233,Opel Astra 1.4 Turbo Sport 140 pk,marktplaats.nl/v/auto-s/opel/m2064363030-opel-astra-1-4-turbo-sport-140-pk,2015.0,Benzine ,Handgeschakeld ,Hatchback ,173629.0
1234,Opel Mokka Elektrisch 50kWh 136pk 2021 e-Business Elegance,marktplaats.nl/v/auto-s/opel/m2044744865-opel-mokka-elektrisch-50kwh-136pk-2021-e-business-elegance,2021.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,50450.0
1235,Opel Astra Sports Tourer 1.2 Blitz Elegance 110 PK | AGR | I,marktplaats.nl/v/auto-s/opel/m2065623410-opel-astra-sports-tourer-1-2-blitz-elegance-110-pk-agr-i,2021.0,Benzine ,Handgeschakeld ,Stationwagon ,76183.0
1236,Opel Agila 1.2-16V Color Edition * Stuurbekrachtiging * KOOP,marktplaats.nl/v/auto-s/opel/m2065620980-opel-agila-1-2-16v-color-edition-stuurbekrachtiging-koop,2003.0,Benzine ,Handgeschakeld ,Hatchback ,175475.0
1237,Opel Corsa 1.2 Level 3 100pk | Navigatie | Parkeersensoren A,marktplaats.nl/v/auto-s/opel/m2065619728-opel-corsa-1-2-level-3-100pk-navigatie-parkeersensoren-a,2023.0,Benzine ,Handgeschakeld ,Hatchback ,1.0
1238,Opel Corsa 1.4-16V '111' Edition,marktplaats.nl/v/auto-s/opel/m2065619508-opel-corsa-1-4-16v-111-edition,2010.0,Benzine ,Handgeschakeld ,Hatchback ,178742.0
1239,Opel Astra Sports Tourer 1.2 Level 3 || VAN MOSSEL VOORRAADV,marktplaats.nl/v/auto-s/opel/m2065618270-opel-astra-sports-tourer-1-2-level-3-van-mossel-voorraadv,2023.0,Benzine ,Handgeschakeld ,Stationwagon ,10.0
1240,Opel Corsa 1.2-16V Enjoy APK 06-04-2024+ELEKTRISCHE PAKKET+R,marktplaats.nl/v/auto-s/opel/m2065617607-opel-corsa-1-2-16v-enjoy-apk-06-04-2024-elektrische-pakket-r,2004.0,Benzine ,Handgeschakeld ,Hatchback ,184450.0
1241,Opel Vivaro Combi 9-persoons 2.5 CDTI L2H1 Airco BTW-BPM vri,marktplaats.nl/v/auto-s/opel/m2065617488-opel-vivaro-combi-9-persoons-2-5-cdti-l2h1-airco-btw-bpm-vri,2010.0,Diesel ,Handgeschakeld ,Overige carrosserieën ,270971.0
1242,Opel Mokka-e 50-kWh 11kW bl. Elegance Navi Pro | Keyless ent,marktplaats.nl/v/auto-s/opel/m2065615846-opel-mokka-e-50-kwh-11kw-bl-elegance-navi-pro-keyless-ent,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,7.0
1243,Opel Astra 1.2 Design & Tech Clima Cruise Apple Carplay Navi,marktplaats.nl/v/auto-s/opel/m2065615690-opel-astra-1-2-design-tech-clima-cruise-apple-carplay-navi,2021.0,Benzine ,Handgeschakeld ,Hatchback ,48969.0
1244,Opel KARL 1.0 ecoFLEX Edition navigatie,marktplaats.nl/v/auto-s/opel/m2065615577-opel-karl-1-0-ecoflex-edition-navigatie,2019.0,Benzine ,Handgeschakeld ,Hatchback ,106012.0
1245,Opel Astra Sports Tourer 1.0 Online Edition (bj 2019),marktplaats.nl/v/auto-s/opel/m2065614436-opel-astra-sports-tourer-1-0-online-edition-bj-2019,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,98487.0
1246,Opel Corsa 100pk Turbo Edition (1ste eig/AppleCarPlay/Airco/,marktplaats.nl/v/auto-s/opel/m2065613691-opel-corsa-100pk-turbo-edition-1ste-eig-applecarplay-airco,2020.0,Benzine ,Handgeschakeld ,Hatchback ,54915.0
1247,Opel Corsa 1.2-16V '111' Edition,marktplaats.nl/v/auto-s/opel/m2065611755-opel-corsa-1-2-16v-111-edition,2011.0,Benzine ,Automaat ,Hatchback ,101215.0
1248,"Opel Tigra TwinTop 1.8-16V Temptation Airco, lederen bekledi",marktplaats.nl/v/auto-s/opel/m2065611135-opel-tigra-twintop-1-8-16v-temptation-airco-lederen-bekledi,2007.0,Benzine ,Handgeschakeld ,Cabriolet ,169812.0
1249,Opel Astra Cabriolet Opel Astra Cabriolet1.8-16V NAP airco n,marktplaats.nl/v/auto-s/opel/m2065608694-opel-astra-cabriolet-opel-astra-cabriolet1-8-16v-nap-airco-n,2002.0,Benzine ,Handgeschakeld ,Cabriolet ,213703.0
1250,Opel Insignia Sports Tourer 2.0 T Cosmo 4x4 OPC line Voll Op,marktplaats.nl/v/auto-s/opel/m2065607692-opel-insignia-sports-tourer-2-0-t-cosmo-4x4-opc-line-voll-op,2014.0,Benzine ,Automaat ,Stationwagon ,119579.0
1251,Opel Agila 1.0 Berlin. Airc. APK 10-2024! (bj 2014),marktplaats.nl/v/auto-s/opel/m2065606999-opel-agila-1-0-berlin-airc-apk-10-2024-bj-2014,2014.0,Benzine ,Handgeschakeld ,Hatchback ,117100.0
1252,Opel Omega 2.2i-16V Design Edition Zo mee. Uitlaat lek Autom,marktplaats.nl/v/auto-s/opel/m2065606533-opel-omega-2-2i-16v-design-edition-zo-mee-uitlaat-lek-autom,2001.0,Benzine ,Automaat ,Sedan ,219832.0
